external_code;article;название;источник_возврата
5321;GP_Q3960A/C9700A/Q3970A/EP-87_BK, PL_Q3960A/C9700A/EP-87_BK;Картридж Q3960A/C9700A/Q3970A/EP-87 (№122A) Black 5000 копий GalaPrint;
5322;GP_Q3961A/C9701A/Q3971A/EP-87_C, PL_Q3961A/C9701A/EP-87_C;Картридж Q3961A/C9701A/Q3971A/EP-87 (№122A) Cyan PL;
5323;GP_Q3962A/C9702A/Q3972A/EP-87_Y, PL_Q3962A/C9702A/EP-87_Y;Картридж Q3962A/C9702A/Q3972A/EP-87 (№122A) Yellow 4000 копий GalaPrint;
5324;GP_Q3963A/C9703A/Q3973A/EP-87_M, PL_Q3963A/C9703A/EP-87_M;Картридж Q3963A/C9703A/Q3973A/EP-87 (№122A) Magenta PL;
5325;170132, BS-DK-6115, DFKYEM4125060, SP355190;Драм-картридж Kyocera DK-6115 для Ecosys M4125/4132idn 300000 стр. Blossom;
5326;BS-T5636;Картридж Epson T5636/C13T563600 для Stylus Pro 7800/9800, LM, 220мл, Blossom;
5334;WB Q2612A/703/FX10 U;Картридж для HP Q2612A/Canon FX-9/FX10/703 Universal 2K White Box (Совместимый);
5342;111256, 14396, NV-C7115X/2624X/2613X, SF-2613X/2624X/7115X;Тонер Картридж C7115X/ Q2613X/ Q2624XU 4k SP;
5359;116309;Картридж CB435X/ CB436X/ CE285X/ Canon 712/ Canon 725 CT;
5366;NV-KX-FA57, SP48868, SP48868_MSK;Пленка Panasonic KX-FA 57 NV-Print 2 в 1;
5367;BS-DL-5120 (W/CH);Картридж Pantum DL-5120 (W/CH) для BP5100DN/DW/ADW/ADN drum 30000 стр.,Blossom;
5368;BS-TL-5120X, BS-TL-5120X (W/CH);Картридж Pantum TL-5120X (W/CH) для BP5100DN/DW/ADW/ADN, 15000 стр.,Blossom;
5394;BFRXPH6700050, BS-X108R00974;Драм-картридж Xerox 108R00974 для Xerox Phazer 6700/N/DN, Bk, 50K,Blossom;
5395;BFRXPH6700070;*Восстановленный* Драм-картридж БУЛАТ s-Line 108R00972 для Xerox Phaser 6700 (Пурпурный, 5;
5396;BFRXPH6700080, BS-X108R00972;Драм-картридж Xerox 108R00972 для Xerox Phazer 6700/N/DN, M, 50K, Blossom;
5397;BS-X108R00973;Драм-картридж Xerox 108R00973 для Xerox Phazer 6700/N/DN, Y, 50K, Blossom;
5399;BS-44661802D;Картридж Oki 44661802 для B840, black, 20000 стр.(тонер и драм), Blossom;
5400;169357;Картридж Colortek Minolta TNP-39 (A63V00W);
5404;AFCNLBP223140, AT-057 H ЧИП БС, CS-C057H-MPS, GG-C057H;Тонер-картридж Canon LBP-223/MF443 057H (10k) (с чипом без счётчика) 7Q;
5413;AT-GI41Bk InkBottle, CS-GI41PGBK, GDCN00GI41010, GG-GI-41BK;Чернила G&G GG-GI-41BK черный140мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;
5423;DFKM0BI227010, SG-DR-312, SP339229, SP339229_MSK;Фотобарабан (драм-картридж) SP DR-312K для Konica Minolta, чёрный;
5425;BS-M-DR-316K, EFKMBZC250090, SP339241, SP339241_MSK;Фотобарабан (драм-картридж) SP DR-316K для Konica Minolta, чёрный;
5428;EFKYTK2552050, EFKYTK2552060, SP339254, SP339254_MSK;Блок проявки БУЛАТ DV-8350 (302L793010) для Kyocera TASKalfa 2552ci (Чёрный), ref.;
5439;SP339317, SP339317_MSK;Картридж SP LC-472XLBK для Brother, черный;
5440;SP339318, SP339318_MSK;Картридж SP LC-472XLC для Brother, голубой;
5441;SP339319, SP339319_MSK;Картридж SP LC 472XL M для Brother, пурпурный;
5442;SP339320, SP339320_MSK;Картридж SP LC-472XLY для Brother, желтый;
5454;CS-DU3600;Блок фотобарабана Cactus CS-DU3600 106R01370 черный ч/б:7000стр. для Phaser 3600B 3600, 36;
5455;CS-DU6300;Блок фотобарабана Cactus CS-DU6300 108R00645 черный ч/б:35000стр. для Phaser 6300, 6350, 6;
5466;NV-CF510ABk;Картридж NVP совместимый NV-CF510A Black;
5467;797026751, NV-CF511AC;Картридж Hi-Black (HB-CF511A) для HP CLJ Pro M154a/M154nw/MFP M180n/MFP M181fw, C, 0,9K;
5468;797026753, NV-CF512AY;Картридж Hi-Black (HB-CF512A) для HP CLJ Pro M154a/M154nw/MFP M180n/MFP M181fw, Y, 0,9K;
5469;797026752, NV-CF513AM;Картридж Hi-Black (HB-CF513A) для HP CLJ Pro M154a/M154nw/MFP M180n/MFP M181fw, M, 0,9K;
5471;SP26202, SP26202_MSK;Картридж BCI-5/ BCI-6 iC (синий) SP;
5473;SP26203, SP26203_MSK;Картридж BCI-5/ BCI-6 iМ (красный) SP;
5475;SP26206, SP26206_MSK;Картридж BCI-5/ BCI-6 iY (желтый) SP;
5489;BS-T5632;Струйный картридж Epson T5632 для Stylus Pro 7800/9800, C, 220мл, Blossom;
5490;BS-T5634;Струйный картридж Epson T5634 для Stylus Pro 7800/9800, Y, 220мл, Blossom;
5491;BS-T5635;Струйный картридж Epson T5635 для Stylus Pro 7800/9800, LC, 220мл, Blossom;
5502;EFKMBZC250110, WB DV-315K (AAV703D);Блок проявки БУЛАТ DV315K для Konica Minolta bizhub C250i (Чёрный), ref.;
5503;EFKMBZC250120, WB DV-315C (AAV70KD);Блок проявки БУЛАТ DV315K для Konica Minolta bizhub C250i (Голубой), ref.;
5504;EFKMBZC250130, WB DV-315M (AAV70ED);Блок проявки БУЛАТ DV315K для Konica Minolta bizhub C250i (Пурпурный), ref.;
5505;EFKMBZC250140, WB DV-315Y (AAV708D);Блок проявки БУЛАТ DV315K для Konica Minolta bizhub C250i (Жёлтый), ref.;
5507;EFKM00C224030, SG-DV-512K (A2XN03D), WB DV-512K (A2XN03D);Блок проявки Smart Graphics DV-512K для Konica Minolta bizhub C224, bizhub C284, bizhub C3;
5508;EFKM00C224040, SG-DV-512C (A2XN0KD), WB DV-512C (A2XN0KD);Картридж для Konica Minolta DV-512C Bizhub 224/284/364/454 Девелопер Cyan Smart Graphics (;
5509;EFKM00C224050, SG-DV-512M (A2XN0ED), WB DV-512M (A2XN0ED);Картридж для Konica Minolta DV-512M Bizhub 224/284/364/454 Девелопер Magenta Smart Graphic;
5510;EFKM00C224060, SG-DV-512Y (A2XN08D), WB DV-512Y (A2XN08D);Картридж для Konica Minolta DV-512Y Bizhub 224/284/364/454 Девелопер Yellow White Box (Сов;
5512;EFKM00C227060, WB DV-214K (A85Y03D);Картридж для Konica Minolta DV-214K Bizhub C227/C287 Девелопер Black White Box(Совместимый;
5513;EFKM00C227070, EFKMBZC227110, SG-IU-214C (A85Y0KD), WB IU-214C (A85Y0KD);Картридж для Konica Minolta IU-214C Bizhub C227/C287 Блок проявки Cyan White Box(Совместим;
5514;EFKM00C227080, EFKMBZC227120, WB IU-214M (A85Y0ED);Картридж для Konica Minolta IU-214M Bizhub C227/C287 Блок проявки Magenta White Box(Совмес;
5515;EFKM00C227090, EFKMBZC227130, WB IU-214Y (A85Y08D);Картридж для Konica Minolta IU-214Y Bizhub C227/C287 Блок проявки Yellow White Box(Совмест;
5520;AFCNLBP122040, AFCNLBP122060, SF-CRG071(СЧ), SF-CRG071(ЧБС);Картридж Canon 071 LBP120ser/MF270ser 1.2K С ЧИПОМ SuperFine;
5523;SP356390, SP356390_MSK, WB 073L;Картридж SP 073L (5723C001) для Canon черный (с чипом);
5525;AFHPLJ3003050, AT-W1450A (145A) ЧИП БЛ, N-W1450A, SF-W1450A;Тонер-картридж 7Q W1450A (145A) для HP LJ 3003, 3103 (Чёрный, 1700 стр.);
5529;AT-W1490A, SG-W1490A, SG-W1490A ЧИП БЛ, WB W1490A ЧИП БЛ;Тонер-картридж Smart Graphics W1490A для HP LJ Pro 4002, 4102 (Чёрный, 2900 стр.), безлими;
5532;AT-TK1200X 7K;Картридж для Kyocera TK1200X EcoSys-M2235/P2335/M2735/M2835 7K  AQUAMARINE (Совместимый);
5534;AT-PFI300C;Картридж для Canon PFI-300C imagePROGRAF-PRO-300 Cyan AQUAMARINE (Совместимый);
5535;AT-PFI300CO;Картридж для Canon PFI-300CO imagePROGRAF-PRO-300 Chroma Optimizer AQUAMARINE (Совместимый;
5536;AT-PFI300GY;Картридж для Canon PFI-300GY imagePROGRAF-PRO-300 Gray AQUAMARINE (Совместимый);
5537;AT-PFI300M;Картридж для Canon PFI-300M imagePROGRAF-PRO-300 Magenta AQUAMARINE (Совместимый);
5538;AT-PFI300MBK;Картридж для Canon PFI-300MBK imagePROGRAF-PRO-300 Matte Black AQUAMARINE (Совместимый);
5539;AT-PFI300PBK;Картридж для Canon PFI-300PBK imagePROGRAF-PRO-300 Photo Black AQUAMARINE (Совместимый);
5540;AT-PFI300PC;Картридж для Canon PFI-300PC imagePROGRAF-PRO-300 Photo Cyan AQUAMARINE (Совместимый);
5541;AT-PFI300PM;$$$_СРОЧНО Картридж для Canon PFI-300PM imagePROGRAF-PRO-300 Photo Magenta AQUAMARINE (Сов;
5542;AT-PFI300R;Картридж для Canon PFI-300R imagePROGRAF-PRO-300 Red AQUAMARINE (Совместимый);
5543;AT-PFI300Y;$$$_СРОЧНО Картридж для Canon PFI-300Y imagePROGRAF-PRO-300 Yellow AQUAMARINE (Совместимый;
5551;AFHPLJM102040;Тонер картридж 7Q CF217XL (047XL) для HP M102, M130 (Чёрный, 6000 стр.) с магнитным валом;
5552;AFKMBZ4000020;Тонер-картридж 7Q TNP76, ACF0050 для Konica Minolta bizhub 4000i (Чёрный, 12000 стр.), сов;
5553;EFKM00C220040;Блок проявки БУЛАТ s-Line DV311C (A0XV0KD) для Konica Minolta bizhub C220 (Голубой, 115000;
5554;EFKM00C220050;Блок проявки БУЛАТ s-Line DV311M (A0XV0ED) для Konica Minolta bizhub C220 (Пурпурный, 1150;
5555;EFKM00C220060;Блок проявки БУЛАТ s-Line DV311Y (A0XV08D) для Konica Minolta bizhub C220 (Жёлтый, 115000 ;
5556;BS-DK-7300, DFKYEP4040010;Драм-юнит БУЛАТ DK-7300 для Kyocera ECOSYS P4040 (302P793060, 302P793061, 302P793062, 302P;
5559;EFKYEM8124020, SP339277, SP339277_MSK;Блок проявки DV-8115 (302P393020) для Kyocera, голубой (ОЕМ);
5560;EFKYEM8124030, SP339278, SP339278_MSK;Блок проявки DV-8115 (302P393040) для Kyocera, пурпурный (ОЕМ);
5561;EFKYEM8124040, SP339279, SP339279_MSK;Блок проявки DV-8115 (302P393050) для Kyocera, желтый (ОЕМ);
5562;EFKYEP5021190, SP339273, SP339273_MSK;Блок проявки DV-5230M (302R793051) для Kyocera, пурпурный (ОЕМ);
5563;EFKYEP5021200, SP339274, SP339274_MSK;Блок проявки DV-5230C (302R793061) для Kyocera, голубой (ОЕМ);
5564;EFKYEP5021210, SP339272, SP339272_MSK;Блок проявки DV-5230Y (302R793041) для Kyocera, желтый (ОЕМ);
5565;BFLX00X950010;Драм-картридж БУЛАТ s-Line C950X73G для Lexmark X950de, X952de, X954de, X950dhe, C950de (Ц;
5566;BFLX0CS310060;*Восстановленный* Драм-юнит БУЛАТ s-Line 700P, 70C0P00 (модуль фотопроводника) для Lexmark;
5570;EFRCMP3003040;*Восстановленный* Блок фотобарабана в сборе с блоком проявки БУЛАТ D1862276 для Ricoh MP C;
5571;SFRX0DC240010;Блок проявки БУЛАТ s-Line 604K86560 для Xerox DC 240, WC 7755, Color 550, DCP 700 (Цветной;
5572;EFSHMX2610020;Тонер-картридж БУЛАТ s-Line MX-36GTCA для Sharp MX-2610 (Голубой, 15000 стр.), совместимый;
5573;EFSHMX2610030;Тонер-картридж БУЛАТ s-Line MX-36GTMA для Sharp MX-2610 (Пурпурный, 15000 стр.), совместим;
5574;EFSHMX2610040;Тонер-картридж БУЛАТ s-Line MX-36GTYA для Sharp MX-2610 (Жёлтый, 15000 стр.), совместимый;
5575;AFAV0AP30A020, AFAV0AP30A060, SADR-1070, SP355176;Драм-картридж OEM DR-1070U для Avision AP30A, AM30A (15000 стр.);
5578;SP344706;Картридж SP TN-2460/TN-2480 для Brother, черный;
5580;SP333145, SP333145_MSK;Картридж SP 135A (W1350A) для HP черный (без чипа);
5581;SP333154, SP333154_MSK;Картридж SP 135A (W1350A) для HP черный (с чипом);
5582;SP333146, SP333146_MSK;Картридж SP 135X (W1350X) для HP черный (без чипа);
5583;SP333155, SP333155_MSK;Картридж SP 135X (W1350X) для HP черный (с чипом);
5585;EFKM00C220030;Блок проявки БУЛАТ s-Line DV311K (A0XV03D) для Konica Minolta bizhub C220 (Чёрный, 115000 ;
5586;HB-W1107A;Картридж Hi-Black (HB-W1107A) для HP Laser 103/107/MFP 135/137, 1K;
5587;178169;Картридж Colortek HP W1520A (152A);
5589;AFBRHL2370020, SG-TN-2480, SP344706_MSK, WB TN-2480;Картридж для Brother TN-2480 DCP-L2550DW/HL-L2335D 3K White Box (Совместимый);
5590;170111;Картридж Colortek Ricoh D8840150 (MP 2014) DU;
5595;EFSHMX2610010;Тонер-картридж БУЛАТ s-Line MX-36GTBA для Sharp MX-2610 (Чёрный, 24000 стр.), совместимый;
5600;BS-DV-1150, DFKYEP2040110, NV-DV-1150, WB DV-1150 Блок проявки;Блок проявки NVP совместимый NV-DV-1150;
5601;NV-TK3170NC;Картридж NVP совместимый NV-TK-3170 (БЕЗ ЧИПА);
5647;AT-CN PG 100 BK, I-C100BK_PGMT, IB-C100BK_PG;Чернила EasyPrint I-C100BK_PGMT универсальные пигментные для Canon (100мл.) черный;
5648;AT-EP 100 BK, GDEP0UNIV0010, I-E100BK, IB-E100BK;Чернила для Epson водные Dye ink универсальные 100 ml black AQUAMARINE;
5649;AT-EP 100 С, GDEP0UNIV0020, IB-E100C;Чернила для Epson водные Dye ink универсальные 100 ml cyan AQUAMARINE;
5650;AT-EP 100 LС, I-E100LC, IB-E100LC;IB-E100LC Чернила T2 универсальные для Epson, цвет светло-голубой (100мл.);
5651;AT-EP 100 LM, I-E100LM, IB-E100LM;IB-E100LM Чернила T2 универсальные для Epson, цвет светло-пурпурный (100мл.);
5652;AT-EP 100 M, GDEP0UNIV0030, IB-E100M;IB-E100M Чернила T2 универсальные для Epson, цвет пурпурный (100мл.);
5653;AT-EP 100 Y, GDEP0UNIV0040, IB-E100Y;IB-E100Y Чернила T2 универсальные для Epson, цвет желтый (100мл.);
5655;AT-H 100 BK, I-H100BK, IB-H100BK;Чернила для HP водные Dye ink универсальные 100 ml black AQUAMARINE;
5656;AT-H 100 С, I-H100C, IB-H100C;Чернила для HP водные Dye ink универсальные 100 ml cyan AQUAMARINE;
5657;AT-H 100 M, I-H100M, IB-H100M;IB-H100M Чернила T2 универсальные для HP и Lexmark, цвет пурпурный (100мл.);
5658;AT-H 100 Y, I-H100Y, IB-H100Y;Чернила для HP водные Dye ink универсальные 100 ml yellow AQUAMARINE;
5660;AT-H PG 100 BK, I-H100BK_PGMT;Чернила для HP пигментные Pigment ink универсальные 100 ml black AQUAMARINE;
5696;GDEP0L1455030;Чернила T7741, C13T77414A для Epson L1455, L605 , M100 (банка с колпачком), Чёрные (6000 с;
5699;WB 070 ЧИП БС;Картридж для Canon 070 LBP240ser/MF460ser Black 3K ЧИП БезСчетчика WhiteBox (Совместимый);
5700;OEM-W1410A;Тонер картридж OEM W1410A для HP LJ M110, HP LJ M139, HP LJ M140 (Чёрный, 1050 стр.) (БЕЗ ;
5701;OEM-W1410X;Тонер картридж OEM W1410X для HP LJ M110, HP LJ M139, HP LJ M140 (Чёрный, 4000 стр.) (БЕЗ ;
5702;SF-W1420X(ЧБС);Картридж HP W1420X С ЧИПОМ БЕЗ СЧЕТЧИКА Laser M110/M140 2K SuperFine;
5703;AFKYPA2000020, SF-DK1240/1243/1248, SG-DK-1240/1248 DRUM;Драм-картридж Smart Graphics DK-1240, 1248 для Kyocera ECOSYS MA2000, 2001 (Чёрный, 10000 ;
5705;BLRXPH6600010;Блок переноса изображения БУЛАТ 604K77533 для Xerox Phaser 6600, VersaLink C400;
5727;WB 073 No Chip;Картридж для Canon 073 LBP360ser Black 27K БЕЗ ЧИПА WhiteBox (Совместимый);
5728;WB 073L No Chip;Картридж для Canon 073L LBP360ser Black 11.5K БЕЗ ЧИПА WhiteBox (Совместимый);
5734;EFSH010C20020, SG-BPGT20CA, WB BPGT20CA;Тонер-картридж Smart Graphics BPGT20CA для Sharp C-CUBE-BP10С20EU (Голубой, 10000 стр.), с;
5735;EFSH010C20030, SG-BPGT20MA, WB BPGT20MA;Картридж для Sharp BPGT20MA C-CUBE-BP10С20EU 10K Magenta White Box (Совместимый);
5736;EFSH010C20040, SG-BPGT20YA, WB BPGT20YA;Тонер-картридж Smart Graphics BPGT20YA для Sharp (Жёлтый, 10000 стр.), совместимый;
5737;WB 013R00668/013R666 DRUM;Картридж для Xerox 013R00668/013R00666 D-95/110/125/136 DRUM White Box (Совместимый);
5744;184653, BFRC0PC600010, SP357398, SP357398_MSK;Тонер-картридж БУЛАТ s-Line PC600 (408314) для Ricoh Aficio P C600 (Черный, 18000 стр.);
5745;184654, BFRC0PC600020, SP357399, SP357399_MSK;Тонер-картридж БУЛАТ s-Line PC600 (408315) для Ricoh Aficio P C600 (Голубой 12000 стр.);
5746;184655, BFRC0PC600030, SP357400, SP357400_MSK;Тонер-картридж БУЛАТ s-Line PC600 (408316) для Ricoh Aficio P C600 (Пурпурный 12000 стр.);
5747;184656, BFRC0PC600040, SP357401, SP357401_MSK;Тонер-картридж БУЛАТ s-Line PC600 (408317) для Ricoh Aficio P C600 (Жёлтый, 12000 стр.);
5750;BS-X113R00776, DFRXWC4265030;Драм-картридж БУЛАТ s-Line 113R00776 для Xerox WC 4265 (100000 стр.);
5751;EFSH010C20010, SG-BPGT20BA, WB BPGT20BA;Тонер-картридж БУЛАТ s-Line BPGT20BA для Sharp BP-10C20EU (Чёрный, 18000 стр.), совместимы;
5752;AFBT0M3040010;Тонер-картридж TK-301A для BULAT M3040dna (Чёрный, 5000 стр.);
5753;AFBT0M3040020;Тонер-картридж TK-301XL для BULAT M3040dna (Чёрный, 15000 стр.);
